,id,name,url
0,32312762450,"Разработка Программы оперативного, сезонного и специального технического обслуживания воздушного судна Ил-76ТД",https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16295138
1,0145300008923000256,"Комплект программного обеспечения (операционная система, средства антивирусной защиты, программно-аппаратный комплекс управления системами оповещения; Выполнение работ по развитию местной системы оповещения населения Гатчинского муниципального района с подключением к Региональной автоматизированной системе централизованного оповещения населения Ленинградской области; Выполнение работ по развитию местной системы оповещения населения Гатчинского муниципального района с подключением к Региональной автоматизированной системе централизованного оповещения населения Ленинградской области (Этап № 2); Выполнение работ по развитию местной системы оповещения населения Гатчинского муниципального района с подключением к Региональной автоматизированной системе централизованного оповещения населения Ленинградской области (Этап № 1); Автоматизированное рабочее место",https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0145300008923000256
2,0145200000423001056,Оказание услуг по сопровождению подсистемы «Льготное лекарственное обеспечение» регионального сегмента единой государственной информационной системы здравоохранения Ленинградской области,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0145200000423001056
3,0187200001723001563,Оказание услуг по сопровождению компонента «Интеграционная шина системы здравоохранения Ханты-Мансийского автономного округа – Югры» государственной информационной системы «центральный узел регионального сегмента единой государственной информационной системы в сфере здравоохранения Ханты-Мансийского автономного округа – Югры»,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001563
4,0187200001723001575,Оказание услуг  по сопровождению компонента «Информационная система «Портал пациента»» центрального узла регионального сегмента единой государственной информационной системы в сфере здравоохранения Ханты-Мансийского автономного округа – Югры,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001575
5,32312809100,"Оказание услуг по обслуживанию и сопровождению справочно-правовой системы ""Гарант"", согласно Техническому заданию № 360/23-ЗП(МСП)",https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16026310
6,0851200000623007196,Оказание услуг по модернизации подсистемы мониторинга и управления транспортными средствами органов государственной власти государственной информационной системы «Региональная навигационно-информационная система Новосибирской области»,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0851200000623007196
7,0345200016223000029,Оказание информационных услуг в части поддержания функционирования регионального информационного ресурса «Навигатор дополнительного образования детей в Ленинградской области»,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0345200016223000029
8,0318200021623000023,Услуги по передаче неисключительных прав на использование лицензии антивирусного программного обеспечения,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0318200021623000023
9,0187200001723001599,"Оказание услуг по сопровождению компонента «Унифицированное программное решение для обеспечения функции диспетчеризации санитарного автотранспорта» государственной информационной системы «центральный узел регионального сегмента единой государственной информационной системы в сфере здравоохранения Ханты-Мансийского автономного
округа – Югры»",https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001599
10,32312805234,Выполнение работ по созданию Государственной информационной системы Региональная платформа «АПК «Безопасный город» Чувашской Республики на территории пилотных муниципальных образований г. Чебоксары и г. Новочебоксарск»,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15946741
11,32312766962,Выполнение работ по разработке и модификации информационных систем и приложений,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15942855
12,0156200009923001071,Оказание услуг по сопровождению и эксплуатации информационной системы «Единая платформа сайтов органов власти Пермского края» (ЕПС ПК),https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0156200009923001071
13,32312799358,"ОКПД2 62.09.20.190 Предоставление права использования, обновление полевого геодезического программного обеспечения Leica с целью сохранения в работоспособном состоянии оборудования лаборатории натурных исследований для нужд филиала ""Колымская ГЭС имени Фриштера Ю.И."" ПАО ""Колымаэнерго"", лот №0021-ЭКСП ДИТ-2024-КЭ-КГЭС",https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15916013
14,0373100067123000020,Оказание услуг по комплексному сопровождению информационных систем и сервисов таможни,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0373100067123000020
15,32312813231,Оказание услуг по разработке программного обеспечения в части создания корпоративного портала с использованием отечественного ПО,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15909018
16,0187200001723001564,Оказание услуг по сопровождению компонента «Удаленное консультирование» центрального узла регионального сегмента единой государственной информационной системы в сфере здравоохранения Ханты – Мансийского автономного округа – Югры,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001564
17,32312795512,"Лот № 0501-ЭКСП ДИТ-2024-ДЭК ОКПД2 62.02.20.  Оказание услуг по администрированию и технической поддержке сети 15516 и 2330 в интересах филиала «Дальэнергосбыт» и аппарата управления, г. ВладивостокЛот № 0502-ЭКСП ДИТ-2024-ДЭК ОКПД2 62.02.20.  Оказание услуг по администрированию и технической поддержке сети 20266 в интересах филиала «Хабаровскэнергосбыт»Лот № 0503-ЭКСП ДИТ-2024-ДЭК ОКПД2 62.02.20. Оказание услуг по администрированию и технической поддержке сети 20273 в интересах филиала «Амурэнергосбыт» Амурская область",https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15902994
18,0162200011823002514,"Сопровождение программного обеспечения системы электронного документооборота Правительства Свердловской области и системы ""Обращения граждан""",https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0162200011823002514
19,0187200001723001596,Оказание услуг по сопровождению компонента «Учет материально-технической базы здравоохранения Ханты-Мансийского автономного округа – Югры» государственной информационной системы «центральный узел регионального сегмента единой государственной информационной системы в сфере здравоохранения Ханты-Мансийского автономного округа – Югры»,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001596
20,0187200001723001572,Оказание услуг по сопровождению компонента «Единая система управления лабораторной службой» центрального узла регионального сегмента единой государственной информационной системы в сфере здравоохранения Ханты-Мансийского автономного округа – Югры,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001572
21,0356300053623000089,Поставка и оказание услуг по адаптации и сопровождение экземпляров Систем,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0356300053623000089
22,0373100088123000301,"доработка программы для ЭВМ ""Паспорт здоровья авиационного персонала"" и переход на актуальное российское программное обеспечение",https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0373100088123000301
23,0173200001423001500,Оказание комплексных услуг по предоставлению доступа к программно-аппаратному комплексу «Интеллектуальная система безопасности» и эксплуатационной поддержке,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0173200001423001500
24,32312787864,Право заключения договора на предоставление права на использование обновлений версий ПК «Гранд Смета» ,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=15894937
25,0187200001723001567,Оказание услуг по сопровождению компонента «Контроль распространения инфекционных заболеваний» государственной информационной системы «центральный узел регионального сегмента единой государственной информационной системы в сфере здравоохранения Ханты-Мансийского автономного округа – Югры»,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001567
26,0187200001723001571,Оказание услуг по сопровождению компонента «Сбор и анализ информации о движении лекарственных препаратов в медицинских организациях» центрального узла регионального сегмента единой государственной информационной системы в сфере здравоохранения Ханты-Мансийского автономного округа – Югры,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001571
27,0318200029923000011,"Оказание услуг по предоставлению программных средств 
антивирусной защиты",https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0318200029923000011
28,0156200009923001046,Оказание услуг по сопровождению и эксплуатации автоматизированной информационной системы «Система электронного документооборота Пермского края»,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0156200009923001046
29,0187200001723001585,Оказание услуг по сопровождению компонента «Центральный архив медицинских изображений» государственной информационной системы «центральный узел регионального сегмента единой государственной информационной системы в сфере здравоохранения Ханты-Мансийского автономного округа – Югры»,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001585
30,0187200001723001713,Оказание услуг по интеграции государственной информационной системы «Цифровая образовательная платформа Ханты-Мансийского автономного округа – Югры (ГИС Образование Югры)» с федеральными и региональными информационными системами и сервисами,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001713
31,0173200001423001485,"Выполнение работ по развитию и модернизации информационной системы «Автоматизированная информационная система управления бюджетным процессом, первая очередь Департамент финансов города Москвы. Модернизированная.»",https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0173200001423001485
32,0127100001623000096,"Оказание услуг по информационно-консультационному обслуживанию системы программ «1С: Предприятие 8» (1С: КП ГУ), установленной на компьютерном оборудовании заказчика.",https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0127100001623000096
33,0809500000323003372,оказание услуг по созданию (разработке) нового официального сайта Государственного Собрания Республики Мордовия,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0809500000323003372
34,0173200001723000099,Выполнение работ по развитию и обеспечению бесперебойного функционирования  системы управления информацией Московской городской Думы,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0173200001723000099
35,0301500001123000054,Выполнение работ по обеспечению функционирования и развитию государственной информационной системы обеспечения градостроительной деятельности Республики Башкортостан в части разработки портала общественных обсуждения,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0301500001123000054
36,0187200001723001716,Оказание услуг по техническому сопровождению подсистемы «Управление общеобразовательными организациями Ханты-Мансийского автономного округа – Югры»,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001716
37,0187200001723001665,"Выполнение работ по развитию государственной автоматизированной информационной системы учета граждан, нуждающихся в получении государственной поддержки в жилищной сфере Ханты-Мансийского автономного округа – Югры",https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0187200001723001665
38,0343100005223000082,Оказание услуг по адаптации и установке адаптированных профессиональных справочных систем для кафедры БЖД ПТ института КГУ,https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0343100005223000082
